3725.54,313.46,70,6.1
3257.4,0,68,9.5
1350.67,78.19,71,7.2
1905.46,77.62,71,6.2
3777.36,0,72,6.5
13228.44,0,73,5.8
6235.2,196.08,65,5.8
5774.78,60.26,73,6.9
26136.6,0,70,5.3
21690.36,0,69,6.2
5902.02,32.34,73,6
4270.68,0,62,5.6
7823.87,3.23,69,5.1
42199.44,0,73,7.1
2729.88,0,67,5.9
27712.38,6297.66,69,7.2
8414.04,0,72,5.8
3555,0,69,5.3
4461.6,0,72,6.8
5672.1,94.5,70,7.8
4596.84,45.36,72,12.6
9150.74,75.74,71,6.6
5668.4,78.08,70,6.7
19694.59,54.43,60,6.4
449.8,27.76,62,11.5
5873.72,85.88,69,6.6
21823.71,13115.91,65,7.9
1807.44,0,75,5.2
3579.84,0,71,6.4
33814.6,1941.64,75,7.5
88268.54,28.34,70,5.4
42954.68,4253.72,60,12
2429.04,0,66,6.2
18911.28,0,73,5.7
31554.84,0,74,5.6
18688.47,36.75,73,6.8
19721.25,68.01,70,6.5
2617.99,41.83,73,7.5
1226.43,63.27,75,6.6
34343.16,0,60,6.9
4992.36,0,75,6.8
3922.37,38.81,68,7
7723.32,94.68,72,6.1
2786.57,79.61,75,6.3
34228.32,0,67,6.6
6398.46,10.62,57,6.9
10435.07,52.31,56,9.3
5021.83,25.87,72,6.5
2169.96,0,72,6.1
20534.76,0,75,6.8
2759.04,0,71,6.2
2002.04,74.84,70,8.7
45547.1,22154.66,51,8.3
19833.64,6009.4,75,8.8
8174.76,0,75,5.6
7017,0,71,6.2
15554.62,45.82,75,9.5
2305.34,112.58,71,7.2
7130.93,19.37,46,5.8
12999.99,1618.59,68,8.1
3523.47,79.95,70,7.9
15986.53,62.41,73,6.9
6596.2,57.52,60,13.3
12214.14,64.74,71,5.6
12364.56,55.2,62,8.5
6229.68,0,73,6.4
7009.08,0,70,6.6
20822.06,44.18,57,5.7
2079.84,66.24,73,8
3786.96,0,52,6.5
6966.51,69.03,75,6.9
40239.48,0,68,8
2453.76,0,70,6.3
2235.65,56.81,71,6.6
3428.04,0,75,5.8
1205.07,26.67,70,7.5
4451.44,69.52,69,6.2
4117.44,0,68,5.1
24870,0,67,6.2
14853.33,5574.93,69,6.7
9321.84,0,70,5.7
3409.11,6.63,69,7.7
35428.61,82.49,74,6.9
35763.72,0,56,6.1
2939.21,46.13,68,6.9
4761.34,77.74,70,6.1
4382.31,73.35,70,8
4334.28,141.48,67,8.7
4092.48,0,70,8.6
12587.01,2106.93,68,5.8
2995.16,52.76,73,9.2
5920.56,0,75,5.8
6383.43,12.87,69,6.8
19738.66,61.9,69,5.9
4516.44,0,74,5.8
7212.19,68.71,74,6.9
10552.8,0,69,5.5
5991.96,0,72,6.6
3806.88,0,74,5.9
10695.82,2344.3,70,9.4
19807.23,19.47,70,7.2
10176.97,58.21,75,6
6587.4,0,70,6.1
1200.84,0,68,7
15307.4,54.44,71,7.5
11589.36,0,74,6.8
6634.38,30.9,74,6.5
3909.96,16.56,65,13.4
3644.77,58.21,62,7.5
2010.98,75.74,75,6.5
8421.53,66.17,70,7.2
5938,51.52,73,7.6
2349.84,0,72,7.9
8828.16,0,71,11.1
5473.07,27.35,42,6.8
7092.36,2823.84,65,10
2457.96,0,72,5.7
12652.11,1082.67,74,10
3844.81,55.69,60,8.7
14989.32,0,75,7.6
3761.95,77.47,73,6.2
3009.46,26.02,72,5.3
5868.6,0,69,5.9
1380.12,0,40,5.3
15585.22,6555.58,68,7.2
14888.88,0,75,5.8
14516.12,3689.72,74,9
11576.74,5893.78,70,7.7
4541.95,75.43,73,9.3
14607.02,1707.98,73,9.5
6652.87,64.87,71,6.3
5652.16,45.88,75,7.2
10333.61,3320.69,74,6.5
1272.23,45.23,71,6
3334.84,61.24,67,7.9
10224.24,0,59,7.3
4771.8,0,59,5.6
60169.92,0,65,5.6
14259.48,40.56,67,5.6
15609.6,60.12,68,6.1
1582,21.52,62,7.1
1515.36,0,67,5
12228.77,8496.53,51,8.4
9486.12,0,68,5.4
25844.84,19.52,51,6.3
11779.44,16.56,70,7
7157.26,34.42,64,10.9
71784.48,49.68,70,7.5
14649.05,33.89,64,5.9
9505.56,0,75,6.4
9751.32,0,74,5.8
6765.23,119.03,69,5.9
3958.13,64.73,66,8.1
13582.53,9.21,56,7.4
20016.89,2120.33,69,7.5
3311.73,93.93,63,7.3
8340.72,0,67,7.7
29208.72,0,73,6
35802.02,8783.06,66,8.3
2758.44,32.28,69,6.3
13259.04,0,72,6
8049.12,64.56,75,6
4403.04,30.24,75,5.4
8887.7,187.34,69,6.7
1636.68,0,54,5.1
15014.48,34.76,72,7.3
5704.44,69.84,71,6.4
35522.24,76.76,71,7.4
4723.44,0,72,5.6
88255.88,630.2,69,4.9
12495.06,7633.26,73,8.3
6150,0,69,6.1
5594.2,2153.08,72,9.3
2380.3,135.58,73,6.9
1854.12,0,68,5.5
11127.6,0,74,4.7
3673.2,63.12,71,5.4
9250.56,0,64,5.3
47244.18,2282.1,68,9.1
8726.52,0,63,7.4
2855.77,12.61,73,6.6
23190.36,0,51,6.1
1389.93,25.89,70,6.1
9710.22,6072.9,68,7
3358.44,0,69,7.8
5064.7,63.46,68,5.5
6348.96,0,64,7
3175.82,40.94,71,8.9
3321.74,63.14,67,6.9
6419.62,1593.82,75,7
1209.39,15.03,74,15.2
20097.45,2094.69,69,7.2
3459.67,68.11,71,8.3
25925.4,0,74,6.8
44995.69,10188.85,70,5.9
4165.43,70.55,68,10.2
950.04,0,70,6
76034.12,2934.2,73,8
9852.36,0,60,5.4
82363.62,1212.06,65,6
5878.2,0,73,9
1619.52,0,69,5.7
7290.41,67.61,68,6.6
22011.12,0,74,6.6
2980.46,83.3,69,6
2701.38,90.18,74,6.8
7815.34,27.7,68,5.7
10789.22,2715.86,43,10.2
36354.9,14843.58,67,7
6154.28,1468.28,65,7.6
14296.64,601.28,73,5.8
8385.24,0,75,7.1
864.36,0,62,5.1
8553.36,16.56,73,6.9
8377.8,0,62,7.8
7225.61,60.41,62,7.8
3939.24,0,61,7
10078.86,5438.46,71,10.1
12563.66,7627.1,70,10
3366.72,0,68,8.3
4157.4,0,72,6.3
5154.33,24.57,69,6.8
10516.8,0,73,6.3
35996.79,11897.67,69,10
19899.32,74.72,68,6.9
3548.37,176.85,74,6.5
5760.72,0,68,5.8
1598.4,0,63,7.6
44946.2,101.84,71,6.2
13410.86,323.3,73,7.5
6191.52,77.28,72,6.8
7563.42,81.18,75,5.7
5385,220.32,69,7.5
2639.37,95.13,69,6.1
6296.16,71.76,64,6.5
2511.12,0,69,6.1
9843.46,1706.14,65,7.4
1848.13,68.29,68,7.3
23290.44,0,70,7.3
3249.25,29.05,74,6.4
76241.45,25.49,68,6.1
4121.47,28.51,70,7.4
5070.12,0,74,6.2
1145.52,0,73,6.2
1366.81,7.81,69,6.5
13409.4,66.24,74,7.7
31554.38,53.3,74,7.3
22801.09,6170.17,69,10.7
13957.98,30.06,75,9.7
24333.24,0,67,5.7
11923.22,588.38,71,9.2
2964.55,74.83,70,7
75068.36,813.68,75,6.6
7348.44,30.36,59,8.8
9018.48,0,59,5
44546.42,1852.82,74,9.9
11760.36,0,68,6.8
11984.79,82.71,75,8.9
4326.12,0,73,6.3
12787,71.68,75,6.3
94889.75,6.47,57,5.8
30091.48,5938.72,58,8.2
3207.36,0,67,5.6
5132.55,1.95,66,6
3788.21,61.73,69,6.2
8174.29,2830.21,71,9
2294.1,48.42,69,9
5118.48,0,72,7.1
3201.12,0,71,5.7
9484.32,0,63,7
4788.74,26.9,70,7.5
2565.36,0,72,6.3
4395.6,0,68,6.3
29618.28,0,67,5.7
4621.99,37.87,69,5.7
6026.36,17.48,53,7
7938.18,28.98,69,6.1
8994.91,77.47,63,6.3
9685.47,5293.59,60,7
4713.48,0,68,7.1
14111.24,5406.44,74,8.7
4604.4,45.72,75,6.3
15705.41,43.85,72,9
3668.7,34.26,72,7.9
15938.12,1488.08,67,7.3
10516.2,0,74,6.8
18929.93,56.81,72,6.3
80848.73,50.45,74,7.3
5456.04,0,71,8.1
10194.71,51.23,71,8
81730.01,47.93,75,6.5
2365.68,0,69,5.9
2885.56,62.56,68,5.1
11585.67,15.75,71,6.8
13102.42,112.9,75,7.7
8355.5,60.26,69,6.3
31609.92,0,64,5.4
11375.94,4287.9,62,11.4
1568.04,47.52,69,10.1
14478.6,0,65,6.4
3488.64,0,55,10.2
42267.75,4581.99,73,6.8
2510.13,91.05,61,7.8
2421.07,26.71,69,6.2
6483.24,58.68,72,6.8
3406.13,56.81,70,6.6
94320.85,5139.01,73,6.2
7674.6,0,70,5.6
51835.54,2505.7,69,7.4
13829.33,51.65,74,6.2
2418.53,66.17,63,7.4
3957.84,0,61,7
12477.73,1341.37,70,8.9
4792.61,40.49,68,6.4
6441.12,0,68,5.7
9795.24,0,68,6.3
8906.88,0,72,9.1
18188.96,33.08,69,6
2984.69,60.41,74,6.8
5306.35,109.87,70,8
3697.02,175.86,71,7.8
24679.44,0,73,7
7002.24,0,63,7
3923.47,89.83,70,7.9
14471.87,1562.87,74,5.7
9664.15,49.63,70,6.7
3707.51,4.91,63,5.4
3731.57,38.81,70,8
10980.77,64.73,69,7.8
27161.6,9761.6,70,7.4
4546.8,0,71,5.9
8184.84,0,71,5.7
19700.16,91.44,73,6.2
2035.08,0,71,6.3
9905.52,44.16,69,7.8
6734.11,127.87,73,6.8
101536.09,9647.17,65,7.8
2533.2,0,70,9.2
4133.04,0,71,5.7
813.6,0,74,7.4
6387.84,0,74,6.5
5705.64,0,56,10.2
20526.17,31.73,69,7.7
5476.9,77.62,73,6.2
22857.54,13384.26,75,10.1
5441.84,1979.96,70,6.8
452.4,0,71,6.8
37679.64,49.68,72,6.3
11397,0,70,8.1
9511.8,96.84,75,6.4
7759.79,1725.47,68,5.2
5594.88,66.24,72,6.4
2678.02,84.22,71,5.7
12155.44,33.16,70,6.5
14524.08,0,73,8.1
2220.32,33.08,68,6.1
15543.46,8612.74,75,7.1
61238.47,43.63,68,5.7
15737.81,19.37,74,6.6
6800.64,0,75,5.9
5130.03,79.95,60,7
9183.38,16.58,70,7.9
5569.48,137.56,73,5.7
3061.49,56.81,69,6.4
5776.14,55.98,70,6
2740.48,74.2,70,7.3
2060.61,82.89,74,8
28719.36,0,62,6.8
8955.22,14.62,55,5.9
20600.08,138.64,75,11.5
3253.34,150.98,73,7.5
3982.85,66.17,74,6.6
4437.816,63.696,70,12.5
48984.69,42.69,72,7.1
19691.29,27.37,72,6.6
16968.6,0,60,5.8
6798.48,0,75,6.1
11484.93,12.81,63,7.5
30287.98,4744.18,73,10.1
15000.6,0,68,6
6300.36,0,71,5.9
43808.44,36272.68,71,6.6
3274.59,28.35,73,6.4
4054.8,0,71,9.2
20134.85,2759.93,73,7.6
14978.66,7627.1,66,8.4
12728.22,3182.46,71,7.5
1284.01,10.21,72,6.1
1937.91,15.03,69,5.5
61510.28,3868.28,69,8.4
7490.28,28.68,75,6.9
1995.24,0,75,6
7690.61,4202.57,69,8.4
2747.62,57.94,70,6.6
5874.6,0,72,6.6
4651.97,65.21,71,7.5
5436.9,66.9,69,5.9
1756.75,34.99,60,7.1
47283.48,0,74,6
12149.67,5199.39,68,5.8
5130.2,530.36,64,11.4
707.76,66.24,68,7
3812.16,0,69,8
5597.17,41.29,75,6.2
1537.54,49.54,67,5.7
9935.71,50.71,68,5.9
23711.19,26.55,71,6.3
7154.93,66.17,69,7.5
6872.77,188.77,68,8.2
2644.08,0,62,6.2
4407.12,0,69,6
1376.46,55.98,63,5.9
1659.12,0,73,5.7
6316.34,31.58,72,6.4
7028.04,0,74,6.3
11080.23,6778.95,69,10.9
21599.27,4142.03,70,7.1
10723.91,58.55,62,8
10593.48,0,70,7.9
649.68,0,75,6.6
23644.33,9033.49,59,11.8
14299.88,35.84,72,6.4
8464.15,4465.75,69,8.7
21995.48,8149.04,67,8
15846.6,0,70,5.7
4933.56,0,69,7.1
16851.79,61.15,75,7.5
5801.47,45.19,70,8.2
5981.14,38.74,73,6.8
1990.32,0,71,6.7
8206.91,48.95,75,5.3
4792.61,62.33,70,7.1
9644.52,0,73,6.3
10308.14,115.34,72,7.5
52980.08,7057.76,59,9.7
8136.54,85.14,71,5.7
3299.88,0,68,5.6
5118.72,0,72,4.7
7609.95,3113.79,59,6.8
24920.11,17214.19,69,7.1
4865.41,1737.73,73,8.5
6632.64,0,72,6
13246.24,5047.6,69,8.6
3631.92,0,67,5.7
37806.59,9.47,64,5.2
39728.62,6.46,55,6.8
912.83,6.47,68,10.8
27063.23,3.23,68,5.7
3232.77,868.41,75,8.9
3951.56,73.52,70,11.2
18653.21,7302.17,70,10.5
3421.32,0,61,6.2
2082.43,66.55,70,7.8
18904.09,4100.65,72,7.5
37484.65,58.21,48,6.5
4572.38,75.74,75,6.8
13905.38,4088.18,71,6.5
5193.65,94.01,72,7
11130.43,68.11,74,7.2
5449.41,40.89,73,6.6
3327.7,18.94,70,6.6
2230.8,0,63,5.3
2556.91,40.39,69,11
11178.38,384.74,61,7.4
5558.88,0,58,9.2
2326.92,0,63,6.4
3125.84,9.68,74,5.8
39883.3,51.58,72,6.4
2195.69,66.17,75,6.3
16293.36,0,70,5.9
4485.54,61.98,73,5.9
13719,0,72,6
18612.84,0,70,9
4899.98,26.66,68,6.9
2646.61,32.89,74,6
50976.52,6302.56,74,10
2917.56,0,69,5.3
4175.28,0,74,6
15845.28,71.76,69,7.5
1892.4,0,70,5.2
1240.32,0,69,9
8167.48,96.16,73,7.2
29691.68,31.64,63,8.3
14344.07,6854.15,63,6.4
105680.16,0,54,6.7
15850.37,6864.17,71,5.5
2123.16,30.24,71,7.3
5097.1,6.46,73,6
2264.05,29.05,57,5.8
9749.94,4247.22,75,8.1
54515.18,7285.22,74,5.2
4895.67,76.95,71,8.8
8176.44,0,72,5.6
2137.13,53.09,70,5.8
32557.23,2667.27,71,8
16094.36,75.32,73,5.6
2830.54,38.74,70,5.5
52279.49,49.73,71,9.7
15725.28,0,73,7
7583.6,61.88,72,7.3
